id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Atypical NKT cells|Atypical NKT cells	Atypical NKT cells|CD8+ CD73+ regulatory T cells	Atypical NKT cells|CD8+ NK-like TEMRA cells	Atypical NKT cells|CD8+ NK-like early effector T cells	Atypical NKT cells|CD8+ TEMRA cells	Atypical NKT cells|CD8+ central memory T cells	Atypical NKT cells|CD8+ cycling effector T cells	Atypical NKT cells|CD8+ effector memory T cells 1	Atypical NKT cells|CD8+ effector memory T cells 2	Atypical NKT cells|CD8+ naive T cells	Atypical NKT cells|Gamma Delta T cells	Atypical NKT cells|MAIT cells	CD8+ CD73+ regulatory T cells|Atypical NKT cells	CD8+ CD73+ regulatory T cells|CD8+ CD73+ regulatory T cells	CD8+ CD73+ regulatory T cells|CD8+ NK-like TEMRA cells	CD8+ CD73+ regulatory T cells|CD8+ NK-like early effector T cells	CD8+ CD73+ regulatory T cells|CD8+ TEMRA cells	CD8+ CD73+ regulatory T cells|CD8+ central memory T cells	CD8+ CD73+ regulatory T cells|CD8+ cycling effector T cells	CD8+ CD73+ regulatory T cells|CD8+ effector memory T cells 1	CD8+ CD73+ regulatory T cells|CD8+ effector memory T cells 2	CD8+ CD73+ regulatory T cells|CD8+ naive T cells	CD8+ CD73+ regulatory T cells|Gamma Delta T cells	CD8+ CD73+ regulatory T cells|MAIT cells	CD8+ NK-like TEMRA cells|Atypical NKT cells	CD8+ NK-like TEMRA cells|CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells|CD8+ NK-like TEMRA cells	CD8+ NK-like TEMRA cells|CD8+ NK-like early effector T cells	CD8+ NK-like TEMRA cells|CD8+ TEMRA cells	CD8+ NK-like TEMRA cells|CD8+ central memory T cells	CD8+ NK-like TEMRA cells|CD8+ cycling effector T cells	CD8+ NK-like TEMRA cells|CD8+ effector memory T cells 1	CD8+ NK-like TEMRA cells|CD8+ effector memory T cells 2	CD8+ NK-like TEMRA cells|CD8+ naive T cells	CD8+ NK-like TEMRA cells|Gamma Delta T cells	CD8+ NK-like TEMRA cells|MAIT cells	CD8+ NK-like early effector T cells|Atypical NKT cells	CD8+ NK-like early effector T cells|CD8+ CD73+ regulatory T cells	CD8+ NK-like early effector T cells|CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells|CD8+ NK-like early effector T cells	CD8+ NK-like early effector T cells|CD8+ TEMRA cells	CD8+ NK-like early effector T cells|CD8+ central memory T cells	CD8+ NK-like early effector T cells|CD8+ cycling effector T cells	CD8+ NK-like early effector T cells|CD8+ effector memory T cells 1	CD8+ NK-like early effector T cells|CD8+ effector memory T cells 2	CD8+ NK-like early effector T cells|CD8+ naive T cells	CD8+ NK-like early effector T cells|Gamma Delta T cells	CD8+ NK-like early effector T cells|MAIT cells	CD8+ TEMRA cells|Atypical NKT cells	CD8+ TEMRA cells|CD8+ CD73+ regulatory T cells	CD8+ TEMRA cells|CD8+ NK-like TEMRA cells	CD8+ TEMRA cells|CD8+ NK-like early effector T cells	CD8+ TEMRA cells|CD8+ TEMRA cells	CD8+ TEMRA cells|CD8+ central memory T cells	CD8+ TEMRA cells|CD8+ cycling effector T cells	CD8+ TEMRA cells|CD8+ effector memory T cells 1	CD8+ TEMRA cells|CD8+ effector memory T cells 2	CD8+ TEMRA cells|CD8+ naive T cells	CD8+ TEMRA cells|Gamma Delta T cells	CD8+ TEMRA cells|MAIT cells	CD8+ central memory T cells|Atypical NKT cells	CD8+ central memory T cells|CD8+ CD73+ regulatory T cells	CD8+ central memory T cells|CD8+ NK-like TEMRA cells	CD8+ central memory T cells|CD8+ NK-like early effector T cells	CD8+ central memory T cells|CD8+ TEMRA cells	CD8+ central memory T cells|CD8+ central memory T cells	CD8+ central memory T cells|CD8+ cycling effector T cells	CD8+ central memory T cells|CD8+ effector memory T cells 1	CD8+ central memory T cells|CD8+ effector memory T cells 2	CD8+ central memory T cells|CD8+ naive T cells	CD8+ central memory T cells|Gamma Delta T cells	CD8+ central memory T cells|MAIT cells	CD8+ cycling effector T cells|Atypical NKT cells	CD8+ cycling effector T cells|CD8+ CD73+ regulatory T cells	CD8+ cycling effector T cells|CD8+ NK-like TEMRA cells	CD8+ cycling effector T cells|CD8+ NK-like early effector T cells	CD8+ cycling effector T cells|CD8+ TEMRA cells	CD8+ cycling effector T cells|CD8+ central memory T cells	CD8+ cycling effector T cells|CD8+ cycling effector T cells	CD8+ cycling effector T cells|CD8+ effector memory T cells 1	CD8+ cycling effector T cells|CD8+ effector memory T cells 2	CD8+ cycling effector T cells|CD8+ naive T cells	CD8+ cycling effector T cells|Gamma Delta T cells	CD8+ cycling effector T cells|MAIT cells	CD8+ effector memory T cells 1|Atypical NKT cells	CD8+ effector memory T cells 1|CD8+ CD73+ regulatory T cells	CD8+ effector memory T cells 1|CD8+ NK-like TEMRA cells	CD8+ effector memory T cells 1|CD8+ NK-like early effector T cells	CD8+ effector memory T cells 1|CD8+ TEMRA cells	CD8+ effector memory T cells 1|CD8+ central memory T cells	CD8+ effector memory T cells 1|CD8+ cycling effector T cells	CD8+ effector memory T cells 1|CD8+ effector memory T cells 1	CD8+ effector memory T cells 1|CD8+ effector memory T cells 2	CD8+ effector memory T cells 1|CD8+ naive T cells	CD8+ effector memory T cells 1|Gamma Delta T cells	CD8+ effector memory T cells 1|MAIT cells	CD8+ effector memory T cells 2|Atypical NKT cells	CD8+ effector memory T cells 2|CD8+ CD73+ regulatory T cells	CD8+ effector memory T cells 2|CD8+ NK-like TEMRA cells	CD8+ effector memory T cells 2|CD8+ NK-like early effector T cells	CD8+ effector memory T cells 2|CD8+ TEMRA cells	CD8+ effector memory T cells 2|CD8+ central memory T cells	CD8+ effector memory T cells 2|CD8+ cycling effector T cells	CD8+ effector memory T cells 2|CD8+ effector memory T cells 1	CD8+ effector memory T cells 2|CD8+ effector memory T cells 2	CD8+ effector memory T cells 2|CD8+ naive T cells	CD8+ effector memory T cells 2|Gamma Delta T cells	CD8+ effector memory T cells 2|MAIT cells	CD8+ naive T cells|Atypical NKT cells	CD8+ naive T cells|CD8+ CD73+ regulatory T cells	CD8+ naive T cells|CD8+ NK-like TEMRA cells	CD8+ naive T cells|CD8+ NK-like early effector T cells	CD8+ naive T cells|CD8+ TEMRA cells	CD8+ naive T cells|CD8+ central memory T cells	CD8+ naive T cells|CD8+ cycling effector T cells	CD8+ naive T cells|CD8+ effector memory T cells 1	CD8+ naive T cells|CD8+ effector memory T cells 2	CD8+ naive T cells|CD8+ naive T cells	CD8+ naive T cells|Gamma Delta T cells	CD8+ naive T cells|MAIT cells	Gamma Delta T cells|Atypical NKT cells	Gamma Delta T cells|CD8+ CD73+ regulatory T cells	Gamma Delta T cells|CD8+ NK-like TEMRA cells	Gamma Delta T cells|CD8+ NK-like early effector T cells	Gamma Delta T cells|CD8+ TEMRA cells	Gamma Delta T cells|CD8+ central memory T cells	Gamma Delta T cells|CD8+ cycling effector T cells	Gamma Delta T cells|CD8+ effector memory T cells 1	Gamma Delta T cells|CD8+ effector memory T cells 2	Gamma Delta T cells|CD8+ naive T cells	Gamma Delta T cells|Gamma Delta T cells	Gamma Delta T cells|MAIT cells	MAIT cells|Atypical NKT cells	MAIT cells|CD8+ CD73+ regulatory T cells	MAIT cells|CD8+ NK-like TEMRA cells	MAIT cells|CD8+ NK-like early effector T cells	MAIT cells|CD8+ TEMRA cells	MAIT cells|CD8+ central memory T cells	MAIT cells|CD8+ cycling effector T cells	MAIT cells|CD8+ effector memory T cells 1	MAIT cells|CD8+ effector memory T cells 2	MAIT cells|CD8+ naive T cells	MAIT cells|Gamma Delta T cells	MAIT cells|MAIT cells
CPI-SS07D9A48A2	LTA_TNFRSF1B	simple:P01374	simple:P20333	LTA	TNFRSF1B	True	False	True	curated	False	0.139													0.607		0.359		0.391			0.253	0.288		0.36																																						0.601		0.354		0.386			0.248	0.282		0.355																																						0.643		0.396		0.428		0.316	0.29	0.324		0.397	0.279																								
CPI-SS0917CBD53	HLA-C_KIR2DL3	simple:HLAC	simple:P43628	HLA-C	KIR2DL3	False	True	True	curated	False	0.139			2.389								2.316				2.003												2.219								2.146				2.178								2.105				2.291								2.219				2.061												2.169								2.096				2.173								2.1				2.185								2.112																2.27								2.197				2.117								2.044	
CPI-SS014958F32	LGALS9_CD47	simple:O00182	simple:Q08722	LGALS9	CD47	True	False	True	InnateDB-All	False	0.146																																																																													0.478			0.43	0.468		0.473	0.443																	0.474	0.393		0.427	0.465		0.47	0.439														0.447	0.458	0.433	0.536	0.455	0.486	0.488	0.526		0.532	0.501												
CPI-SS0ABD11350	HLA-C_KIR2DL1	simple:HLAC	simple:P43626	HLA-C	KIR2DL1	False	True	True	curated	False	0.146			2.305								2.372												1.986				2.134								2.202				2.093								2.16				2.207								2.274				1.976								2.044				2.085								2.152				2.088								2.155				2.1								2.167																2.185								2.253				2.032								2.099	
CPI-SS03EF699C7	HLA-E_KLRC1	simple:P13747	simple:P26715	HLA-E	KLRC1	False	False	True	curated	False	0.146		1.785									1.739			1.615												1.757									1.711			1.771									1.725			1.801									1.756			1.671									1.625			1.616												1.744									1.699			1.73									1.684			1.598												1.81									1.764			1.701									1.655	
CPI-SS0703338F5	LGALS9_CD44	simple:O00182	simple:P16070	LGALS9	CD44	True	False	True	InnateDB	False	0.146																																																																												0.471		0.464		0.504	0.53			0.492														0.443		0.467	0.435	0.461		0.5	0.527			0.488														0.505	0.49	0.529	0.497	0.522		0.562	0.589	0.488		0.55												
CPI-CS0715DE78D	CD94:NKG2A_HLA-E	complex:CD94:NKG2A	simple:P13747		HLA-E	False	True	False	curated	False	0.146													1.785	1.615	1.757	1.771	1.801	1.671	1.616	1.744	1.73	1.598	1.81	1.701																																																																																																	1.739		1.711	1.725	1.756	1.625		1.699	1.684		1.764	1.655												
CPI-SS09C52F54E	LGALS9_SORL1	simple:O00182	simple:Q92673	LGALS9	SORL1	True	False	True	InnateDB-All	False	0.153																																																																												0.302		0.282				0.267	0.329																0.243	0.298	0.238	0.279		0.24		0.264	0.325	0.251													0.391		0.305	0.36	0.3	0.34		0.302	0.256	0.325	0.387	0.313												
CPI-SS087321EB5	SELL_SELPLG	simple:P14151	simple:Q14242	SELL	SELPLG	False	False	True	curated	False	0.16																													1.016																																	1.066		1.052	1.138	1.055		0.994	1.055		1.171	1.014																	1.033						1.066														1.498	1.528	1.466	1.514	1.6	1.517	1.518	1.457	1.518	1.418	1.633	1.476																								
CPI-SS02A0FF87F	FAM3C_CLEC2D	simple:Q92520	simple:Q9UHP7	FAM3C	CLEC2D	True	False	True	IMEx,InnateDB-All,IntAct	False	0.16									0.639					0.551			0.599				0.619					0.566			0.614			0.53	0.634					0.567			0.615			0.531	0.635	0.522																															0.607				0.627																																									0.551			0.599				0.619					0.567			0.615			0.531	0.635	0.522		
CPI-SS00150FB64	HLA-F_LILRB1	simple:P30511	simple:Q8NHL6	HLA-F	LILRB1	True	False	True	curated	False	0.167													0.819												0.939		0.672		0.706								0.937		0.67		0.705								0.973		0.706		0.74								0.855												0.931												0.965		0.698		0.732								0.958		0.691		0.726								0.802												0.945				0.712								0.929		0.661		0.696							
CPI-SS0E0DEA7D5	PECAM1_CD38	simple:P16284	simple:P28907	PECAM1	CD38	False	True	True	curated	False	0.174	0.261										0.331		0.279						0.23				0.348		0.323						0.275				0.393												0.312												0.304												0.287		0.324						0.275				0.394		0.303						0.254				0.373												0.325		0.329						0.281				0.399		0.257										0.327		0.252										0.322	
CPI-CS0023FA839	CD94:NKG2E_HLA-E	complex:CD94:NKG2E	simple:P13747		HLA-E	False	True	False	curated	False	0.181																									1.672		1.644	1.658	1.689	1.559		1.632	1.617		1.697	1.589	1.718	1.548	1.69	1.704	1.734	1.604		1.677	1.663	1.531	1.743	1.634																																																																											1.598	1.612	1.643			1.586	1.571		1.651													
CPI-SS0AFC7BACF	ADGRG5_FAM3C	simple:Q8IZF4	simple:Q92520	ADGRG5	FAM3C	True	True	False	InnateDB-All	False	0.188																																																		0.155	0.17	0.171			0.163				0.155	0.17															0.151	0.152								0.152														0.151	0.166	0.168			0.159				0.152	0.167														0.152	0.167	0.169			0.16				0.153	0.168		0.153	0.168	0.169			0.161				0.153	0.169
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	LAMP1	FAM3C	True	True	False	InnateDB-All	False	0.194																										0.481	0.496	0.497			0.489				0.482	0.497		0.428	0.443	0.444								0.444		0.447	0.461	0.463			0.454				0.447	0.462																											0.415	0.416								0.416																									0.576	0.556	0.57	0.572			0.564				0.556	0.571				0.42								0.42
CPI-SS0D1D95883	CCL4_CCR5	simple:P13236	simple:P51681	CCL4	CCR5	True	False	True	curated	False	0.215	0.873						0.806		0.849			0.834													0.716						0.649		0.692			0.677													0.723						0.657		0.7			0.684													0.553						0.486		0.529			0.514	0.556						0.489		0.532			0.517	0.736						0.67		0.712			0.697													0.813						0.746		0.789			0.774	0.438								0.414			0.399
CPI-SS0E9015902	CD47_SIRPG	simple:Q08722	simple:Q9P1W8	CD47	SIRPG	False	True	False	curated	False	0.229																						0.575		0.556										0.585		0.567										0.561				0.623		0.574		0.608		0.618	0.592	0.663		0.644										0.583		0.564														0.576				0.56		0.571		0.616		0.597		0.614		0.565		0.598		0.609	0.582	0.654		0.635																						0.659		0.64		0.588				0.573		0.583		0.629		0.61
CPI-SS03A0C857B	FAS_FASLG	simple:P25445	simple:P48023	FAS	FASLG	True	True	False	curated	False	0.229																	0.151				0.152		0.235	0.136					0.164				0.166		0.248	0.15																	0.159				0.161		0.243	0.145					0.154				0.156		0.238	0.14					0.174				0.175		0.258						0.194		0.166		0.196		0.278	0.18					0.213		0.186		0.215		0.298	0.199																													0.165				0.166		0.249	0.15
CPI-SS0987A89AE	HLA-B_KIR3DL2	simple:HLAB	simple:P43630	HLA-B	KIR3DL2	False	True	True	curated	False	0.236			2.657	2.455							2.476				2.328	2.126							2.147				2.543	2.341							2.362				2.454	2.252							2.273				2.554	2.352							2.373				2.367	2.165							2.186				2.4	2.198							2.219				2.472	2.27							2.291				2.492	2.29							2.311				2.165												2.55	2.348							2.369				2.478	2.275							2.297	
CPI-SS0BDD10277	HLA-F_KIR3DL2	simple:P30511	simple:P43630	HLA-F	KIR3DL2	False	False	True	curated	False	0.236			0.87												0.861	0.659							0.681				0.982	0.78							0.801				0.98	0.778							0.799				1.016	0.814							0.835				0.898	0.696							0.717				0.974	0.772							0.793				1.008	0.805							0.827				1.001	0.799							0.82				0.845	0.643							0.664				0.988	0.786							0.807				0.971	0.769							0.791	
CPI-CS0A66DB1CA	CD8 receptor_LCK	complex:CD8 receptor	simple:P06239		LCK	False	True	False	curated	False	0.243													2.14	2.01	2.123	2.094	2.1	2.048	2.132	2.106	2.205	2.037	1.995	2.052																											1.978	1.95	1.955			1.961	2.06												2.005																		1.964	1.936	1.941			1.947	2.046												2.033				2.113	1.984	2.096	2.068	2.073	2.021	2.106	2.079	2.178	2.01		2.025																								
CPI-SS0B01D306C	CCL5_CCR5	simple:P13501	simple:P51681	CCL5	CCR5	True	False	True	curated	False	0.25	2.14						2.074		2.117			2.101	2.167						2.101		2.143			2.128	2.078						2.012		2.055			2.039													2.104						2.038		2.08			2.065	1.787						1.72		1.763			1.748	1.903						1.837		1.88			1.864	2.066						1.999		2.042			2.027	2.199						2.132		2.175			2.16																									1.838						1.771		1.814			1.799
CPI-SS0A4F27388	TNFRSF1A_FASLG	simple:P19438	simple:P48023	TNFRSF1A	FASLG	True	True	False	I2D,InnateDB-All	False	0.257																	0.236				0.238		0.32	0.222					0.283		0.256		0.285		0.368	0.269											0.298						0.296		0.268		0.298		0.38	0.282											0.294												0.303						0.238				0.239		0.322	0.223					0.278				0.28		0.363	0.264											0.286		0.417				0.414		0.387		0.416		0.499	0.4					0.299		0.271		0.301		0.383	0.285
CPI-SS048242083	HLA-F_KIR3DL1	simple:P30511	simple:P43629	HLA-F	KIR3DL1	False	False	True	curated	False	0.264			0.845								0.813				0.836								0.804				0.956	0.686			0.73				0.924				0.955	0.685			0.729				0.923				0.99	0.721			0.764				0.958				0.873				0.647				0.841				0.949								0.916				0.982	0.712			0.756				0.95				0.976	0.706			0.75				0.944				0.82								0.788				0.962				0.736				0.93				0.946	0.676			0.72				0.914	
CPI-SS0E292C126	KLRB1_CLEC2D	simple:Q12918	simple:Q9UHP7	KLRB1	CLEC2D	False	True	True	curated	False	0.271														0.913	0.851		0.961	0.827		0.877	0.981	0.868		0.802																										0.811			0.859			0.775	0.878	0.766																															0.812				0.832																												1.382	1.311	1.249	1.163	1.359	1.225	1.153	1.275	1.379	1.266	1.005	1.2	1.887	1.817	1.755	1.669	1.865	1.73	1.659	1.781	1.884	1.772	1.511	1.706
CPI-SS0179FBFD3	TNFRSF10A_TNFSF10	simple:O00220	simple:P50591	TNFRSF10A	TNFSF10	True	True	False	curated	False	0.271																0.193		0.232	0.267	0.187	0.219		0.235	0.194																0.201		0.24	0.275	0.195	0.227		0.243	0.202																0.19		0.229	0.265	0.185	0.216		0.232	0.191																0.181		0.22	0.255	0.175	0.207		0.223	0.182						0.218	0.253		0.204		0.221							0.201	0.236		0.188																					0.215	0.251		0.202		0.218	
CPI-CS05AB368CE	CD94:NKG2C_HLA-E	complex:CD94:NKG2C	simple:P13747		HLA-E	False	True	False	curated	False	0.285															1.687	1.701	1.731			1.674			1.74		2.402	2.232	2.374	2.388	2.418	2.288	2.232	2.361	2.347	2.215	2.427	2.318	2.369	2.2	2.342	2.355	2.386	2.256	2.2	2.329	2.315	2.183	2.395	2.286					1.665																																																																				1.919	1.75	1.892	1.905	1.936	1.806		1.879	1.865	1.733	1.945	1.836												
CPI-SS0C4FA643F	HLA-E_KLRC2	simple:P13747	simple:P26717	HLA-E	KLRC2	False	False	True	curated	False	0.285			2.402	2.369							1.919				2.232	2.2							1.75			1.687	2.374	2.342							1.892			1.701	2.388	2.355							1.905			1.731	2.418	2.386	1.665						1.936				2.288	2.256							1.806				2.232	2.2										1.674	2.361	2.329							1.879				2.347	2.315							1.865				2.215	2.183							1.733			1.74	2.427	2.395							1.945				2.318	2.286							1.836	
CPI-SS025C8F785	CLEC2B_KLRF1	simple:Q92478	simple:Q9NZS2	CLEC2B	KLRF1	False	True	True	curated	False	0.285			0.797								1.083				0.627								0.912				0.793		0.595		0.588				1.079	0.602			0.551								0.837				0.811		0.613		0.606				1.096	0.62			0.582								0.868				0.636								0.921				0.75		0.552		0.545				1.035	0.559			0.866		0.668		0.661				1.152	0.675			0.517								0.802				0.742		0.544						1.028	0.551			0.722		0.524		0.516				1.007	0.531
CPI-SS056FF4363	CD48_CD244	simple:P09326	simple:Q9BZW8	CD48	CD244	False	False	True	curated	False	0.292														1.069	1.195	1.173	1.146	1.069		1.123	1.156		1.235	1.134																											1.095	1.073	1.046				1.056		1.135				1.135	1.113	1.086			1.062	1.096		1.175	1.074															1.106	1.084	1.056				1.067		1.145				1.083								1.123				1.139	1.117	1.09			1.066	1.1		1.179	1.078															1.15	1.128	1.101			1.078	1.111		1.19	1.089
CPI-SS0DEDA3567	TNFSF10_RIPK1	simple:P50591	simple:Q13546	TNFSF10	RIPK1	True	False	True	InnateDB-All	False	0.292																																							0.173	0.179	0.167			0.167	0.187			0.173															0.213	0.218	0.206		0.208	0.207	0.226			0.213			0.248	0.253	0.241		0.244	0.242	0.261			0.248			0.168	0.173	0.161			0.162	0.181			0.168			0.199	0.205	0.192			0.193	0.212			0.199															0.216	0.221					0.229			0.216			0.174	0.18	0.167			0.168	0.187			0.174
CPI-SS0CBAA9BCC	HLA-A_KIR3DL1	simple:HLAA	simple:P43629	HLA-A	KIR3DL1	False	True	True	curated	False	0.306			2.496	2.226			2.27				2.464				2.161								2.129				2.389	2.12			2.164				2.357				2.339	2.069			2.113				2.306				2.41	2.14			2.184				2.378				2.249	1.98			2.023				2.217				2.323	2.053			2.097				2.29				2.344	2.075			2.119				2.312				2.429	2.159			2.203				2.397				2.064								2.032				2.408	2.139			2.183				2.376				2.294	2.024			2.068				2.262	
CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	TNFSF14	TNFRSF14	True	False	True	curated	False	0.319	0.639								0.557																0.588		0.445		0.448	0.423		0.421	0.506	0.414	0.485	0.409															0.438		0.44	0.415		0.413	0.498	0.406	0.477	0.401									0.42												0.481						0.409		0.412				0.47				0.611		0.468		0.471	0.446		0.444	0.529	0.437	0.508	0.432																					0.446				0.65	0.441	0.507	0.424	0.51	0.484	0.497	0.483	0.568	0.475	0.546	0.471
CPI-SS027AFFC0E	NCR3_BAG6	simple:O14931	simple:P46379	NCR3	BAG6	False	True	False	curated	False	0.319																										0.533	0.53	0.561	0.544	0.528	0.532	0.527	0.529	0.519	0.506	0.51	0.832	0.885	0.883	0.913	0.896	0.88	0.884	0.879	0.881	0.871	0.858	0.862																																																																										0.58	0.578	0.609	0.592	0.575	0.579	0.574	0.577	0.566	0.553	0.558	0.719	0.771	0.769	0.8	0.783	0.766	0.77	0.766	0.768	0.758	0.745	0.749
CPI-SS0302E8E8F	CD74_COPA	simple:P04233	simple:P53621	CD74	COPA	True	True	False	IMEx,IntAct	False	0.319																										1.366	1.376	1.366	1.368	1.351	1.324	1.36	1.365	1.324	1.356	1.359																																						1.522	1.531	1.522	1.523	1.506	1.479	1.515	1.521	1.479	1.511	1.514		1.482	1.492	1.482	1.484	1.467	1.44	1.476	1.481	1.44	1.472	1.475		1.74	1.75	1.74	1.742	1.725	1.698	1.734	1.739	1.698	1.73	1.733																											1.169		1.162							
CPI-SS0A42A3690	CCL4L2_VSIR	simple:Q8NHW4	simple:Q9H7M9	CCL4L2	VSIR	True	False	True	IMEx,IntAct	False	0.34																										0.496	0.51	0.64	0.527	0.554		0.486	0.537	0.514		0.574														0.496	0.51	0.64	0.527	0.554		0.486	0.537	0.514		0.574																0.616		0.53						0.55		0.488	0.502	0.632	0.519	0.546		0.478	0.529	0.505		0.566		0.51	0.525	0.655	0.541	0.569		0.501	0.551	0.528		0.588														0.522	0.536	0.667	0.553	0.581		0.512	0.563	0.54		0.6				0.526								
CPI-SS061A7E099	CD55_ADGRE5	simple:P08174	simple:P48960	CD55	ADGRE5	True	True	True	curated	False	0.34													0.976	0.65	0.824	0.706	0.815	0.644		0.682	0.737		0.835	0.756			0.577		0.567								0.782		0.631		0.621						0.642	0.563			0.58		0.57								0.825		0.673	0.555	0.664				0.585		0.684	0.605															0.588		0.578								0.744		0.593		0.583								0.992	0.666	0.841	0.722	0.831	0.661		0.698	0.753		0.851	0.773	0.774		0.623		0.613						0.633		0.779		0.628		0.618						0.638	
CPI-SS03339363E	HLA-E_KLRK1	simple:P13747	simple:P26718	HLA-E	KLRK1	False	False	True	curated	False	0.361			2.464		2.453				2.415		2.48															2.321	2.437	2.38	2.425			2.324	2.387		2.452			2.334	2.45	2.394	2.439			2.338	2.401		2.466			2.365	2.481	2.424	2.469	2.316		2.369	2.431		2.496				2.351		2.339																					2.308	2.424	2.367	2.412			2.312	2.374		2.439				2.409	2.353	2.398				2.36		2.425															2.373	2.49	2.433	2.478			2.377	2.44		2.505				2.381	2.324	2.369				2.331		2.396	
CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	HLA-C	FAM3C	True	True	False	InnateDB-All	False	0.361	2.306	2.285	2.3	2.301			2.293				2.286	2.301													2.135	2.115	2.13	2.131			2.123				2.115	2.13		2.073	2.088	2.09			2.081				2.074	2.089	2.208	2.187	2.202	2.204			2.195				2.188	2.203														2.065	2.08	2.082								2.081		2.068	2.083	2.085			2.076				2.069	2.084		2.08	2.095	2.097			2.088				2.081	2.096													2.186	2.166	2.181	2.182			2.174				2.166	2.182				2.029								2.028
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	CD160	TNFRSF14	False	True	True	curated	False	0.368																	0.407				0.465				0.848	0.639	0.705	0.622	0.707	0.682	0.695	0.681	0.766	0.673	0.744	0.668									0.434								0.401				0.459																								0.473						0.459		0.462	0.437		0.435	0.52	0.428	0.499	0.423	0.606		0.462		0.465	0.44		0.438	0.523	0.431	0.502	0.426													0.873	0.664	0.729	0.647	0.732	0.707	0.719	0.705	0.79	0.698	0.769	0.693			0.431		0.434	0.408		0.407	0.492		0.47	
CPI-SS00B1BEE64	CD2_CD58	simple:P06729	simple:P19256	CD2	CD58	False	True	False	curated	False	0.382	1.357	1.174	1.194		1.228	1.169	1.246	1.185	1.182		1.207	1.197																																					1.105	0.921	0.941		0.975	0.916	0.994	0.933	0.93		0.955	0.944	0.949				0.819								1.108	0.924	0.945		0.978	0.919	0.997	0.936	0.933		0.958	0.947	1.052	0.868	0.888		0.922	0.863	0.941	0.88	0.877		0.901	0.891	1.198	1.014	1.034		1.068	1.009	1.087	1.026	1.023		1.047	1.037																									0.97				0.84		0.859					
CPI-SS02ACCF1F7	MIF_TNFRSF14	simple:P14174	simple:Q92956	MIF	TNFRSF14	True	False	True	I2D,IntAct	False	0.403	1.416								1.333				1.378		1.235		1.237	1.212		1.21	1.295	1.203	1.274	1.198									1.22				1.4	1.191	1.257	1.174	1.26	1.234		1.233	1.318	1.225	1.296	1.22													1.347		1.204		1.207	1.182		1.18	1.265	1.173	1.244	1.168	1.531	1.322	1.387	1.305	1.39	1.365	1.377	1.363	1.448	1.356	1.427	1.351			1.179		1.182			1.155	1.24																								1.187																1.366		1.223		1.226	1.201		1.199	1.284	1.191	1.263	1.187
CPI-SC063BC3DDE	ICAM2_aLb2 complex	simple:P13598	complex:aLb2 complex	ICAM2		False	False	False	curated	True	0.403															0.66		0.693		0.686	0.597	0.658		0.712				0.651		0.684		0.678	0.588	0.65		0.703				0.663		0.696		0.69	0.6	0.662		0.715				0.619		0.652				0.618		0.671				0.654		0.687		0.681	0.591	0.653		0.706						0.653										0.639		0.672		0.665	0.576	0.638		0.691						0.612										0.593		0.626				0.592		0.645		0.849	0.724	0.877	0.722	0.91	0.72	0.903	0.814	0.875	0.653	0.929	0.775			0.636		0.669		0.662	0.573	0.635		0.688	
CPI-SC0329D5397	ICAM3_aLb2 complex	simple:P32942	complex:aLb2 complex	ICAM3		False	False	False	curated	True	0.41			0.996		1.029		1.022		0.995		1.048				0.803		0.836				0.801		0.854				0.846		0.879		0.872		0.845		0.898				0.876		0.909		0.903	0.813	0.875		0.928				0.85		0.883		0.877	0.787	0.849		0.902				0.82		0.853				0.819		0.872						0.88						0.898				0.852		0.886		0.879	0.79	0.851		0.904				0.901		0.934		0.928	0.838	0.9		0.953	0.799					0.789										0.909		0.942		0.936	0.846	0.908		0.961				0.91		0.943		0.936	0.847	0.908		0.962	0.808
CPI-SS0ABC5C1B8	CD74_MIF	simple:P04233	simple:P14174	CD74	MIF	True	True	False	I2D,InnateDB-All	False	0.438																									2.235	2.197	2.121	2.219	2.022	2.166	2.349	2.141	2.047	2.088	2.054	2.185				1.931			2.062							1.962		1.984		1.932	2.115	1.906				1.951													2.39	2.352	2.277	2.374	2.178	2.322	2.505	2.296	2.203	2.244	2.21	2.34	2.35	2.313	2.237	2.335	2.138	2.282	2.465	2.257	2.163	2.204	2.17	2.301	2.609	2.571	2.495	2.593	2.396	2.54	2.723	2.515	2.421	2.462	2.428	2.559																			2.043							1.99		2.012		1.96	2.143	1.934				1.978
