"","tf","cell_type","avg","std"
"33","ARID2","CD8+ exhausted T cells",-4.84153720701343,NA
"34","ARID2","CD8+ naive T cells",-3.2100038859056,1.07792743399567
"35","ARID2","CD8+ NK-like early effector T cells",-3.27969628526855,1.15020316512454
"36","ARID2","CD8+ NK-like TEMRA cells",-3.31393695770226,1.09731256732192
"37","ARID2","CD8+ TEMRA cells",-3.40724040421401,1.05416795226396
"38","ARID2","Gamma Delta T cells",-3.11144425382771,1.07825233096803
"39","ARID2","MAIT cells",-3.07923550494988,1.07205428659194
"40","ARID3A","Atypical NKT cells",-2.29276133891772,1.2265921899707
"41","ARID3A","CD8+ CD73+ regulatory T cells",-2.02214785258137,0.90744679409132
"42","ARID3A","CD8+ central memory T cells",-1.89514553236389,1.15749025772989
"43","ARID3A","CD8+ cycling effector T cells",-2.30609234865078,1.11335876562508
"44","ARID3A","CD8+ effector memory T cells 1",-2.12644866242638,1.08215899963216
"45","ARID3A","CD8+ effector memory T cells 2",-2.05583694193356,1.11351253387751
"46","ARID3A","CD8+ exhausted T cells",-3.64581822019128,NA
"47","ARID3A","CD8+ naive T cells",-1.96422367615645,0.961249791242288
"48","ARID3A","CD8+ NK-like early effector T cells",-2.0617037412136,1.25671283969258
"49","ARID3A","CD8+ NK-like TEMRA cells",-1.95605019470996,1.12352377981149
"50","ARID3A","CD8+ TEMRA cells",-2.09249708178493,1.06789820278574
"51","ARID3A","Gamma Delta T cells",-1.45259329877471,1.11079266984313
"52","ARID3A","MAIT cells",-1.6776263280097,1.13975009505669
"53","ARNT","Atypical NKT cells",-1.47230923257445,0.701599600179684
"54","ARNT","CD8+ CD73+ regulatory T cells",-1.14888757377244,0.891588189759918
"55","ARNT","CD8+ central memory T cells",-0.836450693137825,0.897355274370063
"56","ARNT","CD8+ cycling effector T cells",-1.28054706404994,0.821615786420604
"57","ARNT","CD8+ effector memory T cells 1",-1.207650625743,0.926099059807752
"58","ARNT","CD8+ effector memory T cells 2",-1.07493594284796,0.931184372417355
"59","ARNT","CD8+ exhausted T cells",-1.63454257859979,NA
"60","ARNT","CD8+ naive T cells",-1.16652310908496,0.841325031254965
"61","ARNT","CD8+ NK-like early effector T cells",-1.18501486846834,1.02982222778365
"62","ARNT","CD8+ NK-like TEMRA cells",-1.24945280416986,0.961186960165175
"63","ARNT","CD8+ TEMRA cells",-1.22001097718133,0.884342763054291
"64","ARNT","Gamma Delta T cells",-0.947243157476609,0.937117629216736
"65","ARNT","MAIT cells",-1.13731710977888,0.931139171172228
"66","ARNTL","Atypical NKT cells",-0.565789497234763,0.494553258318244
"67","ARNTL","CD8+ CD73+ regulatory T cells",-0.332634739343013,0.682717837109021
"68","ARNTL","CD8+ central memory T cells",-0.478418451750605,0.534715887251046
"69","ARNTL","CD8+ cycling effector T cells",-0.789921185224833,0.621041817449072
"70","ARNTL","CD8+ effector memory T cells 1",-0.511298336349367,0.491880439449804
"71","ARNTL","CD8+ effector memory T cells 2",-0.680506485969402,0.515815794623562
"72","ARNTL","CD8+ exhausted T cells",-0.374216711798589,NA
"73","ARNTL","CD8+ naive T cells",-0.433817954137072,0.524396405422929
"74","ARNTL","CD8+ NK-like early effector T cells",-0.37681146193273,0.546750299815996
"75","ARNTL","CD8+ NK-like TEMRA cells",-0.451619535826276,0.556289515284751
"76","ARNTL","CD8+ TEMRA cells",-0.469051222390924,0.55314162763558
"77","ARNTL","Gamma Delta T cells",-0.439818774704583,0.577693688039837
"78","ARNTL","MAIT cells",-0.30090272514528,0.669225249363574
"79","ASCL1","Atypical NKT cells",-0.0789982114392062,0.41191911994459
"80","ASCL1","CD8+ CD73+ regulatory T cells",-0.592405377529618,0.628551300949684
"81","ASCL1","CD8+ central memory T cells",-0.654069771096798,0.632989770824852
"82","ASCL1","CD8+ cycling effector T cells",-0.876869234164065,0.733511984190877
"83","ASCL1","CD8+ effector memory T cells 1",-0.64688767845966,0.670467708638917
"84","ASCL1","CD8+ effector memory T cells 2",-0.554473555777432,0.70573848705429
"85","ASCL1","CD8+ exhausted T cells",-1.08080030831662,NA
"86","ASCL1","CD8+ naive T cells",-0.597706421839494,0.60703192051068
"87","ASCL1","CD8+ NK-like early effector T cells",-0.581319150146963,0.729521265988625
"88","ASCL1","CD8+ NK-like TEMRA cells",-0.461386472352163,0.690422760527376
"89","ASCL1","CD8+ TEMRA cells",-0.325523726890351,0.664515450149879
"90","ASCL1","Gamma Delta T cells",-0.175059926443524,0.733897721499769
"91","ASCL1","MAIT cells",-0.736162115016039,0.608287855310639
"92","ATF1","Atypical NKT cells",0.316960169019643,0.660377519205797
"93","ATF1","CD8+ CD73+ regulatory T cells",0.0487824948132648,0.975246963414076
"94","ATF1","CD8+ central memory T cells",0.132109476368249,0.922851355828222
"95","ATF1","CD8+ cycling effector T cells",0.404340249153502,0.858168194324393
"96","ATF1","CD8+ effector memory T cells 1",0.0627441723194901,1.01221632352577
"97","ATF1","CD8+ effector memory T cells 2",0.109283262137523,0.909567172141236
"98","ATF1","CD8+ exhausted T cells",-0.184935270387002,NA
"99","ATF1","CD8+ naive T cells",0.126776817530531,0.950106566188539
"100","ATF1","CD8+ NK-like early effector T cells",0.260603563998397,1.16135858296368
"101","ATF1","CD8+ NK-like TEMRA cells",0.00139139407234993,1.00535702582251
"102","ATF1","CD8+ TEMRA cells",0.0878441884124387,0.959747221027106
"103","ATF1","Gamma Delta T cells",0.304223188276339,0.94167385624873
"104","ATF1","MAIT cells",0.267283144498922,1.01026595489874
"105","ATF2","Atypical NKT cells",-0.287916527331108,0.46169754884807
"106","ATF2","CD8+ CD73+ regulatory T cells",-0.253361525453854,1.20086755886951
"107","ATF2","CD8+ central memory T cells",-0.606422753353208,0.995074031019078
"108","ATF2","CD8+ cycling effector T cells",-0.868694762467643,0.873353764224603
"109","ATF2","CD8+ effector memory T cells 1",-0.508983384102963,0.918269619631612
"110","ATF2","CD8+ effector memory T cells 2",-1.00832190797246,0.833149355671278
"111","ATF2","CD8+ exhausted T cells",-1.46761956036831,NA
"112","ATF2","CD8+ naive T cells",-0.510198078671747,0.920082046219062
"113","ATF2","CD8+ NK-like early effector T cells",-0.519661939596115,0.976453028624693
"114","ATF2","CD8+ NK-like TEMRA cells",-0.794530197069445,0.793608626102705
"115","ATF2","CD8+ TEMRA cells",-0.97900183411585,0.779106879722787
"116","ATF2","Gamma Delta T cells",-0.775486941327283,0.737627542776845
"117","ATF2","MAIT cells",-0.0210135220287226,1.0086393713693
"118","ATF3","Atypical NKT cells",2.3357405186192,0.833195302351602
"119","ATF3","CD8+ CD73+ regulatory T cells",1.99634852126286,1.0637612161125
"120","ATF3","CD8+ central memory T cells",2.39499446171701,1.20366617759271
"121","ATF3","CD8+ cycling effector T cells",2.33579260960721,1.065368591887
"122","ATF3","CD8+ effector memory T cells 1",1.93235313243546,1.08380433498695
"123","ATF3","CD8+ effector memory T cells 2",1.66166090675828,1.08409474035138
"124","ATF3","CD8+ exhausted T cells",2.66525922691947,NA
"125","ATF3","CD8+ naive T cells",2.94368273931924,1.17785980333867
"126","ATF3","CD8+ NK-like early effector T cells",2.01648346773064,1.04303693016017
"127","ATF3","CD8+ NK-like TEMRA cells",1.76513974913232,1.15008940899819
"128","ATF3","CD8+ TEMRA cells",1.66254934947534,1.0967689961588
"129","ATF3","Gamma Delta T cells",1.70593643984828,1.13923910121609
"130","ATF3","MAIT cells",1.87295300545912,1.0830495807459
"131","ATF4","Atypical NKT cells",-0.0853870588711981,0.47647855728039
"132","ATF4","CD8+ CD73+ regulatory T cells",0.156903410900236,0.796304945037125
"133","ATF4","CD8+ central memory T cells",0.14823358272036,0.821934610278889
"134","ATF4","CD8+ cycling effector T cells",-0.347935790482025,0.819215271992466
"135","ATF4","CD8+ effector memory T cells 1",0.184832326349776,0.890858797302184
"136","ATF4","CD8+ effector memory T cells 2",0.178127283706465,0.875626161088168
"137","ATF4","CD8+ exhausted T cells",0.265572112464783,NA
"138","ATF4","CD8+ naive T cells",0.061574646678972,0.806155872657645
"139","ATF4","CD8+ NK-like early effector T cells",0.268565542921092,0.84542102391031
"140","ATF4","CD8+ NK-like TEMRA cells",0.227218878650022,0.845729016308786
"141","ATF4","CD8+ TEMRA cells",0.167394021177716,0.848960047854668
"142","ATF4","Gamma Delta T cells",0.677415274182789,0.868711156063767
"143","ATF4","MAIT cells",0.505741757384228,0.916574679189065
"144","ATF6","Atypical NKT cells",0.290684728848069,1.49405166604922
"145","ATF6","CD8+ CD73+ regulatory T cells",-1.75399981785983,1.42953951729641
"146","ATF6","CD8+ central memory T cells",-1.1190409421019,1.59345501355337
"147","ATF6","CD8+ cycling effector T cells",-0.4738256086137,1.60604624230833
"148","ATF6","CD8+ effector memory T cells 1",-1.37480114265329,1.57637466030488
"149","ATF6","CD8+ effector memory T cells 2",-1.28723853341622,1.61845290486368
"150","ATF6","CD8+ exhausted T cells",-2.70283780665456,NA
"151","ATF6","CD8+ naive T cells",-1.95450894794378,1.50317200090303
"152","ATF6","CD8+ NK-like early effector T cells",-0.909939226730622,1.59728180607101
"153","ATF6","CD8+ NK-like TEMRA cells",-1.11396267855137,1.71173599250771
"154","ATF6","CD8+ TEMRA cells",-1.06894962961809,1.63957027165434
"155","ATF6","Gamma Delta T cells",-0.386224296705243,1.82353065241104
"156","ATF6","MAIT cells",-1.04905987181704,1.52068372345327
"157","ATF7","Atypical NKT cells",-1.76685956329269,0.77879160923583
"158","ATF7","CD8+ CD73+ regulatory T cells",-1.85719451657342,1.00968934734479
"159","ATF7","CD8+ central memory T cells",-1.64778569076705,0.986110723918938
"160","ATF7","CD8+ cycling effector T cells",-2.20519590192555,1.0390904397669
"161","ATF7","CD8+ effector memory T cells 1",-1.90838205758876,0.938395840665645
"162","ATF7","CD8+ effector memory T cells 2",-1.93754143489255,0.95729758779918
"163","ATF7","CD8+ exhausted T cells",-0.237543205305226,NA
"164","ATF7","CD8+ naive T cells",-1.77625131330466,0.879015867055668
"165","ATF7","CD8+ NK-like early effector T cells",-1.6960477088347,0.931435438884786
"166","ATF7","CD8+ NK-like TEMRA cells",-1.87169118570469,0.905117456876677
"167","ATF7","CD8+ TEMRA cells",-1.95103784821256,0.884925450176645
"168","ATF7","Gamma Delta T cells",-1.73976800965652,0.949661332957766
"169","ATF7","MAIT cells",-1.63876374181131,0.939857079192536
"170","BACH1","Atypical NKT cells",-1.49860191951309,0.762016987877134
"171","BACH1","CD8+ CD73+ regulatory T cells",-1.31569665121751,0.938184619617009
"172","BACH1","CD8+ central memory T cells",-1.32094517929852,0.85937175225915
"173","BACH1","CD8+ cycling effector T cells",-0.956560792907859,0.959392194557376
"174","BACH1","CD8+ effector memory T cells 1",-1.27961963230237,0.936967775092117
"175","BACH1","CD8+ effector memory T cells 2",-1.09260752622858,0.96052694811297
"176","BACH1","CD8+ exhausted T cells",-3.04307849766515,NA
"177","BACH1","CD8+ naive T cells",-1.39632042117423,0.890936771761696
"178","BACH1","CD8+ NK-like early effector T cells",-1.35859499415299,1.04085760827498
"179","BACH1","CD8+ NK-like TEMRA cells",-1.30783453248508,0.911110606785203
"180","BACH1","CD8+ TEMRA cells",-1.28598503749655,0.93160154877527
"181","BACH1","Gamma Delta T cells",-1.11044215579819,0.899724507292
"182","BACH1","MAIT cells",-1.17246923047388,0.988344373560683
"183","BACH2","Atypical NKT cells",-1.79522189084764,0.850455261626624
"184","BACH2","CD8+ CD73+ regulatory T cells",-2.29771324164264,1.20709825284862
"185","BACH2","CD8+ central memory T cells",-2.40457981835199,1.00369902458889
"186","BACH2","CD8+ cycling effector T cells",-2.14714106054997,1.12626713168099
"187","BACH2","CD8+ effector memory T cells 1",-2.18652111531835,1.08242731177242
"188","BACH2","CD8+ effector memory T cells 2",-1.96609978619367,1.11572107689909
"189","BACH2","CD8+ exhausted T cells",-1.82961579290356,NA
"190","BACH2","CD8+ naive T cells",-2.63606315323445,1.02576500680385
"191","BACH2","CD8+ NK-like early effector T cells",-2.24081457667714,1.06933758990875
"192","BACH2","CD8+ NK-like TEMRA cells",-2.10376723848853,1.05817476790998
"193","BACH2","CD8+ TEMRA cells",-2.21224835097211,1.05588549383397
"194","BACH2","Gamma Delta T cells",-1.86244153521128,1.02217509041512
"195","BACH2","MAIT cells",-2.36502745329583,1.06204902626616
"196","BATF","Atypical NKT cells",-2.39375483807547,0.80361885010606
"197","BATF","CD8+ CD73+ regulatory T cells",-2.75187677320369,1.23625381622696
"198","BATF","CD8+ central memory T cells",-3.16794329398725,1.3532872886391
"199","BATF","CD8+ cycling effector T cells",-2.55448129140485,1.42294023101081
"200","BATF","CD8+ effector memory T cells 1",-2.5227991020174,1.38672216305816
"201","BATF","CD8+ effector memory T cells 2",-1.78645331922333,1.39816533262817
"202","BATF","CD8+ exhausted T cells",1.09721885975372,NA
"203","BATF","CD8+ naive T cells",-3.29310363793749,1.27298240445566
"204","BATF","CD8+ NK-like early effector T cells",-2.84487080684525,1.28153611170263
"205","BATF","CD8+ NK-like TEMRA cells",-2.52022190090768,1.3954137458642
"206","BATF","CD8+ TEMRA cells",-2.37324613810288,1.37412329989296
"207","BATF","Gamma Delta T cells",-2.19516659919848,1.34226712507289
"208","BATF","MAIT cells",-2.72489641434439,1.3527866129217
"209","BCL11A","Atypical NKT cells",-0.803778481704525,0.729026252565655
"210","BCL11A","CD8+ CD73+ regulatory T cells",-1.50032019119579,0.98830086135805
"211","BCL11A","CD8+ central memory T cells",-1.67172029700365,1.09145099496463
"212","BCL11A","CD8+ cycling effector T cells",-1.50131518060334,0.914956826861295
"213","BCL11A","CD8+ effector memory T cells 1",-1.51050067540548,1.00994293232923
"214","BCL11A","CD8+ effector memory T cells 2",-1.19688314246782,1.07761732265679
"215","BCL11A","CD8+ exhausted T cells",-2.13487571584157,NA
"216","BCL11A","CD8+ naive T cells",-2.06358131112066,0.987778821981162
"217","BCL11A","CD8+ NK-like early effector T cells",-1.30025228909667,1.01894369821251
"218","BCL11A","CD8+ NK-like TEMRA cells",-1.32305672645336,1.12283851118524
"219","BCL11A","CD8+ TEMRA cells",-1.36521999774336,1.04093039790652
"220","BCL11A","Gamma Delta T cells",-0.895043081345274,1.19625674454444
"221","BCL11A","MAIT cells",-1.37451549711305,1.03279870621985
"222","BCL6","Atypical NKT cells",2.83053782932774,1.2027487277048
"223","BCL6","CD8+ CD73+ regulatory T cells",2.85835306978066,0.847123204308917
"224","BCL6","CD8+ central memory T cells",2.68952125940177,1.15126611891285
"225","BCL6","CD8+ cycling effector T cells",2.6793610969946,1.03962710040182
"226","BCL6","CD8+ effector memory T cells 1",2.57498878562737,1.08460517546347
"227","BCL6","CD8+ effector memory T cells 2",2.41534400469542,1.124362597469
"228","BCL6","CD8+ exhausted T cells",1.35351966845,NA
"229","BCL6","CD8+ naive T cells",3.2396712395365,0.967712920180757
"230","BCL6","CD8+ NK-like early effector T cells",2.63225386238501,1.11382582041
"231","BCL6","CD8+ NK-like TEMRA cells",2.31278409667206,1.12672824229651
"232","BCL6","CD8+ TEMRA cells",2.43969264951173,1.07165305237836
"233","BCL6","Gamma Delta T cells",1.80255928053736,1.15258399023524
"234","BCL6","MAIT cells",2.54653460133088,1.11511409182511
"235","BHLHE22","Atypical NKT cells",0.501730719356982,0.705153428650432
"236","BHLHE22","CD8+ CD73+ regulatory T cells",1.38508689259608,0.869419542140887
"237","BHLHE22","CD8+ central memory T cells",1.48275963661414,1.00525853072374
"238","BHLHE22","CD8+ cycling effector T cells",0.488498417847896,1.04367982097917
"239","BHLHE22","CD8+ effector memory T cells 1",0.951625927532868,1.04461456275876
"240","BHLHE22","CD8+ effector memory T cells 2",0.444497223849588,1.01239417649766
"241","BHLHE22","CD8+ exhausted T cells",-0.428542892233088,NA
"242","BHLHE22","CD8+ naive T cells",1.62852844180989,1.04407940308549
"243","BHLHE22","CD8+ NK-like early effector T cells",1.09281563825248,0.976895624956009
"244","BHLHE22","CD8+ NK-like TEMRA cells",0.709629075266951,1.07894686721739
"245","BHLHE22","CD8+ TEMRA cells",0.425008832850139,1.08944622654367
"246","BHLHE22","Gamma Delta T cells",-0.00552042058923923,1.11225739914304
"247","BHLHE22","MAIT cells",1.17093146039909,1.0388154670568
"248","BHLHE40","Atypical NKT cells",1.58423406504191,1.13371755597866
"249","BHLHE40","CD8+ CD73+ regulatory T cells",2.36039670898914,0.962312832950399
"250","BHLHE40","CD8+ central memory T cells",2.25696432681616,1.0134906659504
"251","BHLHE40","CD8+ cycling effector T cells",1.94636974438064,1.01590830801174
"252","BHLHE40","CD8+ effector memory T cells 1",2.2643345233973,0.97737618230807
"253","BHLHE40","CD8+ effector memory T cells 2",1.7654525472661,1.03136428328198
"254","BHLHE40","CD8+ exhausted T cells",2.90444287565053,NA
"255","BHLHE40","CD8+ naive T cells",2.41683789728999,0.926317617748911
"256","BHLHE40","CD8+ NK-like early effector T cells",2.16200195984066,0.865946315015198
"257","BHLHE40","CD8+ NK-like TEMRA cells",2.03927389491164,1.01164256849529
"258","BHLHE40","CD8+ TEMRA cells",2.04582154209656,0.974777826604463
"259","BHLHE40","Gamma Delta T cells",1.5677383507318,1.0578037883617
"260","BHLHE40","MAIT cells",2.08256743583941,1.02056497909201
"261","CDX2","Atypical NKT cells",0.647635748496915,0.0428254426154635
"262","CDX2","CD8+ CD73+ regulatory T cells",0.827417487680597,0.443502155026818
"263","CDX2","CD8+ central memory T cells",0.685108809085218,0.310424690910511
"264","CDX2","CD8+ cycling effector T cells",0.389696392951017,0.238962035933475
"265","CDX2","CD8+ effector memory T cells 1",0.704590915491978,0.251252217964529
"266","CDX2","CD8+ effector memory T cells 2",0.555594583621364,0.298275556133001
"267","CDX2","CD8+ exhausted T cells",0.22668366371952,NA
"268","CDX2","CD8+ naive T cells",0.937077967142343,0.532826332565639
"269","CDX2","CD8+ NK-like early effector T cells",0.710686597227489,0.295968918221424
"270","CDX2","CD8+ NK-like TEMRA cells",0.746786830883592,0.335920139449951
"271","CDX2","CD8+ TEMRA cells",0.67919583911385,0.250525317124016
"272","CDX2","Gamma Delta T cells",0.74449212405579,0.400477808457248
"273","CDX2","MAIT cells",0.835041829974214,0.439956508997105
"274","CEBPA","Atypical NKT cells",-0.391644090092115,0.583377850847986
"275","CEBPA","CD8+ CD73+ regulatory T cells",-0.647250176597734,0.757736768674884
"276","CEBPA","CD8+ central memory T cells",-0.782154957467254,0.925084945459495
"277","CEBPA","CD8+ cycling effector T cells",0.280570744569387,1.00652993134027
"278","CEBPA","CD8+ effector memory T cells 1",-0.188700606549982,0.897141837668606
"279","CEBPA","CD8+ effector memory T cells 2",-0.220223574575047,0.867472642201606
"280","CEBPA","CD8+ exhausted T cells",0.687142364357741,NA
"281","CEBPA","CD8+ naive T cells",-0.959449154202721,0.858004129142495
"282","CEBPA","CD8+ NK-like early effector T cells",-0.329298010526614,0.94136724037411
"283","CEBPA","CD8+ NK-like TEMRA cells",-0.315120061828412,0.883264938543918
"284","CEBPA","CD8+ TEMRA cells",-0.206290653644853,0.867386875058773
"285","CEBPA","Gamma Delta T cells",0.0991452519239101,0.895286069601989
"286","CEBPA","MAIT cells",-0.164964995597892,0.921650724370263
"287","CEBPB","Atypical NKT cells",1.48583007982261,0.610414034120956
"288","CEBPB","CD8+ CD73+ regulatory T cells",1.19856464101027,0.642062489699261
"289","CEBPB","CD8+ central memory T cells",1.18229812241271,0.693842422221657
"290","CEBPB","CD8+ cycling effector T cells",0.824315500286621,0.803620079065653
"291","CEBPB","CD8+ effector memory T cells 1",1.10900944909887,0.678009646459663
"292","CEBPB","CD8+ effector memory T cells 2",0.949212805805861,0.773646165205669
"293","CEBPB","CD8+ exhausted T cells",1.80490394624066,NA
"294","CEBPB","CD8+ naive T cells",1.15380085937912,0.637681343074003
"295","CEBPB","CD8+ NK-like early effector T cells",1.19961200083441,0.742611311049147
"296","CEBPB","CD8+ NK-like TEMRA cells",1.18991552138972,0.708407514024062
"297","CEBPB","CD8+ TEMRA cells",1.110265514049,0.718503951351112
"298","CEBPB","Gamma Delta T cells",1.34900125377224,0.712240491246609
"299","CEBPB","MAIT cells",1.573983274864,0.786331877327967
"300","CEBPD","Atypical NKT cells",0.270744188839391,0.592900370228205
"301","CEBPD","CD8+ CD73+ regulatory T cells",0.849234987581442,0.959382207492948
"302","CEBPD","CD8+ central memory T cells",0.602879797551638,0.963944998693014
"303","CEBPD","CD8+ cycling effector T cells",0.769989477367567,0.659151641291834
"304","CEBPD","CD8+ effector memory T cells 1",1.01647827829344,0.889681108266734
"305","CEBPD","CD8+ effector memory T cells 2",0.854406474646509,0.748649353813384
"306","CEBPD","CD8+ exhausted T cells",0.0917250341608804,NA
"307","CEBPD","CD8+ naive T cells",0.384284579067754,0.855964372923942
"308","CEBPD","CD8+ NK-like early effector T cells",1.12526176105354,0.953384978219039
"309","CEBPD","CD8+ NK-like TEMRA cells",0.869921476489371,0.884047531561349
"310","CEBPD","CD8+ TEMRA cells",0.944730623659821,0.78478854631434
"311","CEBPD","Gamma Delta T cells",1.09871028611841,0.74238964493348
"312","CEBPD","MAIT cells",1.2310664902176,0.801056674374884
"313","CEBPG","Atypical NKT cells",-1.90603965512165,1.72617628377811
"314","CEBPG","CD8+ CD73+ regulatory T cells",-1.84677762095187,0.95343061771483
"315","CEBPG","CD8+ central memory T cells",-2.03108136847024,1.00270610297191
"316","CEBPG","CD8+ cycling effector T cells",-1.84495606272089,1.06857413956453
"317","CEBPG","CD8+ effector memory T cells 1",-1.61695680905683,1.03625925378869
"318","CEBPG","CD8+ effector memory T cells 2",-1.80371217808191,1.13252380375727
"319","CEBPG","CD8+ exhausted T cells",-1.29016161879034,NA
"320","CEBPG","CD8+ naive T cells",-2.22075315096268,0.898571860504857
"321","CEBPG","CD8+ NK-like early effector T cells",-1.90003931284946,0.941188135621563
"322","CEBPG","CD8+ NK-like TEMRA cells",-1.62373382108795,1.05305699357255
"323","CEBPG","CD8+ TEMRA cells",-1.90396296424355,1.04318598030324
"324","CEBPG","Gamma Delta T cells",-1.67197977717466,1.04438640039706
"325","CEBPG","MAIT cells",-1.656452959257,1.00019181524408
"326","CLOCK","Atypical NKT cells",-0.167583163508582,0.826398575725287
"327","CLOCK","CD8+ CD73+ regulatory T cells",-0.540091899217155,0.58708229699925
"328","CLOCK","CD8+ central memory T cells",-0.535241754196236,0.649818493328096
"329","CLOCK","CD8+ cycling effector T cells",-0.712659256072518,0.77099570793982
"330","CLOCK","CD8+ effector memory T cells 1",-0.335885451298338,0.603085199834953
"331","CLOCK","CD8+ effector memory T cells 2",-0.459152818752474,0.663788402501193
"332","CLOCK","CD8+ exhausted T cells",-0.42288034446059,NA
"333","CLOCK","CD8+ naive T cells",-0.553631915708662,0.574484488807581
"334","CLOCK","CD8+ NK-like early effector T cells",-0.256009669839987,0.593246734253574
"335","CLOCK","CD8+ NK-like TEMRA cells",-0.243693630490503,0.589694942877853
"336","CLOCK","CD8+ TEMRA cells",-0.201933601506227,0.606889451457628
"337","CLOCK","Gamma Delta T cells",0.0809619993119166,0.645724764742409
"338","CLOCK","MAIT cells",-0.278753443415198,0.629875998894457
"339","CREB1","Atypical NKT cells",-0.851698164697841,1.0590842139145
"340","CREB1","CD8+ CD73+ regulatory T cells",-0.657335818600336,0.863872166472716
"341","CREB1","CD8+ central memory T cells",-0.888797476423137,0.848599713561827
"342","CREB1","CD8+ cycling effector T cells",-0.703415035355048,0.87017216143072
"343","CREB1","CD8+ effector memory T cells 1",-0.314234039425715,0.91590704060373
"344","CREB1","CD8+ effector memory T cells 2",-0.468756260641859,0.814274811118295
"345","CREB1","CD8+ exhausted T cells",-1.78561037892689,NA
"346","CREB1","CD8+ naive T cells",-1.03332952001559,0.789423733032107
"347","CREB1","CD8+ NK-like early effector T cells",-0.505987760390359,1.04358115322632
"348","CREB1","CD8+ NK-like TEMRA cells",-0.456332783046481,0.884833442305824
"349","CREB1","CD8+ TEMRA cells",-0.657439233110601,0.870382288594482
"350","CREB1","Gamma Delta T cells",-0.817526664671592,0.807452175029165
"351","CREB1","MAIT cells",-0.354388637682725,0.861937208529687
"352","CREB3","Atypical NKT cells",-1.99613676138034,0.879086892433297
"353","CREB3","CD8+ CD73+ regulatory T cells",-3.20344493077804,1.2579693345805
"354","CREB3","CD8+ central memory T cells",-2.75792072527373,1.39337656978635
"355","CREB3","CD8+ cycling effector T cells",-1.28355598263824,1.37775607653156
"356","CREB3","CD8+ effector memory T cells 1",-2.47213936890576,1.27484168387847
"357","CREB3","CD8+ effector memory T cells 2",-1.60396985920756,1.39432921681071
"358","CREB3","CD8+ exhausted T cells",1.0799988757961,NA
"359","CREB3","CD8+ naive T cells",-3.10098365301963,1.24892354234049
"360","CREB3","CD8+ NK-like early effector T cells",-2.73042187886092,1.51929288731344
"361","CREB3","CD8+ NK-like TEMRA cells",-2.16420040586249,1.29911863948336
"362","CREB3","CD8+ TEMRA cells",-1.94764497692738,1.329891209436
"363","CREB3","Gamma Delta T cells",-1.78346435082658,1.26857700750243
"364","CREB3","MAIT cells",-2.56293876499305,1.35422777449098
"365","CREB3L1","Atypical NKT cells",0.00914112986499714,0.85065263902876
"366","CREB3L1","CD8+ CD73+ regulatory T cells",-0.76515535031135,1.07207294851871
"367","CREB3L1","CD8+ central memory T cells",-0.814670381342794,0.968021641725764
"368","CREB3L1","CD8+ cycling effector T cells",-0.235554227119036,0.970791738962116
