"","tf","cell_type","avg","std"
"106","ATF2","CD8+ TEMRA cells",-0.620373749352382,0.827384404698534
"107","ATF2","Gamma Delta T cells",-0.437218570379388,0.798316959617459
"108","ATF2","MAIT cells",-0.183151608521453,1.00635111369763
"109","ATF3","CD8+ CD73+ regulatory T cells",1.94546899557423,1.20117342324894
"110","ATF3","CD8+ central memory T cells",2.22357067886909,1.18411035138859
"111","ATF3","CD8+ cycling effector T cells",2.10534325516347,1.31531740976122
"112","ATF3","CD8+ effector memory T cells 1",1.68501734049902,1.1047040056099
"113","ATF3","CD8+ effector memory T cells 2",1.3131828248983,1.25749542851651
"114","ATF3","CD8+ exhausted T cells",3.25699602260982,NA
"115","ATF3","CD8+ naive T cells",3.43246686604035,1.07460072932898
"116","ATF3","CD8+ NK-like early effector T cells",1.88666838502075,1.17418413571226
"117","ATF3","CD8+ NK-like TEMRA cells",1.55359442596884,1.18856897311879
"118","ATF3","CD8+ TEMRA cells",1.44344511130475,1.15176438946463
"119","ATF3","Gamma Delta T cells",1.65587792066034,1.17642402182426
"120","ATF3","MAIT cells",2.04462183271839,1.29351539438619
"121","ATF4","CD8+ CD73+ regulatory T cells",0.807751583166123,0.690612130768085
"122","ATF4","CD8+ central memory T cells",0.634479261150283,0.751913067658565
"123","ATF4","CD8+ cycling effector T cells",0.635785387920217,0.63403672937517
"124","ATF4","CD8+ effector memory T cells 1",0.673343294868402,0.739833190283537
"125","ATF4","CD8+ effector memory T cells 2",0.854623269711118,0.819063186408185
"126","ATF4","CD8+ exhausted T cells",1.12339318755961,NA
"127","ATF4","CD8+ naive T cells",0.667657299290274,0.715875250019766
"128","ATF4","CD8+ NK-like early effector T cells",0.647945687659527,0.7659835249891
"129","ATF4","CD8+ NK-like TEMRA cells",0.771846348483593,0.818924205826065
"130","ATF4","CD8+ TEMRA cells",0.923323854583033,0.842238097641439
"131","ATF4","Gamma Delta T cells",1.00243331977964,0.99853889817703
"132","ATF4","MAIT cells",0.894752938335223,0.747545471986384
"133","ATF6","CD8+ CD73+ regulatory T cells",-2.2426166716594,1.4436845634507
"134","ATF6","CD8+ central memory T cells",-1.23194200698985,1.60385467584244
"135","ATF6","CD8+ cycling effector T cells",-0.626335766562479,1.56021118510637
"136","ATF6","CD8+ effector memory T cells 1",-1.52560921964616,1.55189195170739
"137","ATF6","CD8+ effector memory T cells 2",-0.998966563187836,1.76115951760363
"138","ATF6","CD8+ exhausted T cells",-4.65393597816609,NA
"139","ATF6","CD8+ naive T cells",-2.57148708290012,1.43506915412297
"140","ATF6","CD8+ NK-like early effector T cells",-1.49635205923918,1.3601514284701
"141","ATF6","CD8+ NK-like TEMRA cells",-0.881321736996299,1.5793633065972
"142","ATF6","CD8+ TEMRA cells",-0.646462703393257,1.62788007617005
"143","ATF6","Gamma Delta T cells",-0.576784426552938,1.73217441542068
"144","ATF6","MAIT cells",-1.26034983118161,1.53890329033671
"145","ATF7","CD8+ CD73+ regulatory T cells",-1.93201619065269,1.02958136944217
"146","ATF7","CD8+ central memory T cells",-1.8709700299921,1.04800118766595
"147","ATF7","CD8+ cycling effector T cells",-2.21801011643426,1.04054907137688
"148","ATF7","CD8+ effector memory T cells 1",-1.93399125823817,1.06588671346033
"149","ATF7","CD8+ effector memory T cells 2",-1.8734397518063,1.0921922139218
"150","ATF7","CD8+ exhausted T cells",-2.33753784179925,NA
"151","ATF7","CD8+ naive T cells",-1.83392055113796,1.07489409444775
"152","ATF7","CD8+ NK-like early effector T cells",-1.96128139498085,1.13571961497416
"153","ATF7","CD8+ NK-like TEMRA cells",-1.81049384984327,1.0616037625196
"154","ATF7","CD8+ TEMRA cells",-1.9641155154157,1.04470803749531
"155","ATF7","Gamma Delta T cells",-1.85051364015985,1.00301094721131
"156","ATF7","MAIT cells",-1.67670419385559,1.16062646229764
"157","BACH1","CD8+ CD73+ regulatory T cells",-1.11030319036884,0.902494995671688
"158","BACH1","CD8+ central memory T cells",-1.16565335845822,0.932721725835147
"159","BACH1","CD8+ cycling effector T cells",-1.15531255380421,0.895825668300114
"160","BACH1","CD8+ effector memory T cells 1",-0.998076367569441,0.961540987110572
"161","BACH1","CD8+ effector memory T cells 2",-1.05415115474958,0.965664958668299
"162","BACH1","CD8+ exhausted T cells",-1.65733589721103,NA
"163","BACH1","CD8+ naive T cells",-1.36523238049148,1.00508271590767
"164","BACH1","CD8+ NK-like early effector T cells",-1.14888372027211,0.94596831073251
"165","BACH1","CD8+ NK-like TEMRA cells",-1.09088384168178,0.881061136527239
"166","BACH1","CD8+ TEMRA cells",-1.15298380418416,0.95425617097122
"167","BACH1","Gamma Delta T cells",-1.12984504332277,0.833534037895819
"168","BACH1","MAIT cells",-0.742723273616211,0.944115092928284
"169","BACH2","CD8+ CD73+ regulatory T cells",-2.40347589970165,1.13739340357971
"170","BACH2","CD8+ central memory T cells",-2.3205053561826,1.1340620145675
"171","BACH2","CD8+ cycling effector T cells",-2.30465334850118,1.15844595144936
"172","BACH2","CD8+ effector memory T cells 1",-2.00681299168683,1.14411923603635
"173","BACH2","CD8+ effector memory T cells 2",-1.78021386770212,1.16516376434762
"174","BACH2","CD8+ exhausted T cells",-0.844472611167342,NA
"175","BACH2","CD8+ naive T cells",-2.68249330009713,1.1163717850518
"176","BACH2","CD8+ NK-like early effector T cells",-2.05758957801509,1.17045460597886
"177","BACH2","CD8+ NK-like TEMRA cells",-1.76480640877173,1.03760266485607
"178","BACH2","CD8+ TEMRA cells",-1.9567376151127,1.09164148098257
"179","BACH2","Gamma Delta T cells",-1.88837631460084,1.21236261286068
"180","BACH2","MAIT cells",-2.48550673540896,1.1149635367158
"181","BATF","CD8+ CD73+ regulatory T cells",-2.4303271404498,1.35041464307852
"182","BATF","CD8+ central memory T cells",-2.58098988049396,1.37372621886802
"183","BATF","CD8+ cycling effector T cells",-1.99440857503072,1.35145618099414
"184","BATF","CD8+ effector memory T cells 1",-1.8197138179484,1.40655321072011
"185","BATF","CD8+ effector memory T cells 2",-1.44710324040842,1.33519331653823
"186","BATF","CD8+ exhausted T cells",-0.0824141422792088,NA
"187","BATF","CD8+ naive T cells",-2.50900421150812,1.31775312776287
"188","BATF","CD8+ NK-like early effector T cells",-2.45678150882834,1.38720196983268
"189","BATF","CD8+ NK-like TEMRA cells",-1.85519074213598,1.36611751937686
"190","BATF","CD8+ TEMRA cells",-1.7717172851151,1.35095139076521
"191","BATF","Gamma Delta T cells",-1.4269998432336,1.31393782767823
"192","BATF","MAIT cells",-2.23301273913969,1.34140590905343
"193","BCL11A","CD8+ CD73+ regulatory T cells",-1.95496325668704,1.08313913851978
"194","BCL11A","CD8+ central memory T cells",-1.89540335729125,1.07806669984162
"195","BCL11A","CD8+ cycling effector T cells",-1.29778092938797,1.12079644340312
"196","BCL11A","CD8+ effector memory T cells 1",-1.67107779749115,1.14514409739969
"197","BCL11A","CD8+ effector memory T cells 2",-1.57373692522103,1.00914743097755
"198","BCL11A","CD8+ exhausted T cells",-0.32380426717793,NA
"199","BCL11A","CD8+ naive T cells",-2.52961459266402,0.982052429923992
"200","BCL11A","CD8+ NK-like early effector T cells",-1.68419621987958,1.06291605068946
"201","BCL11A","CD8+ NK-like TEMRA cells",-1.28635308328316,1.14743788957097
"202","BCL11A","CD8+ TEMRA cells",-1.50273970382084,1.09580414670609
"203","BCL11A","Gamma Delta T cells",-1.45590374013807,1.14532757672293
"204","BCL11A","MAIT cells",-1.69854433766045,1.08699328763287
"205","BCL6","CD8+ CD73+ regulatory T cells",2.76496304919141,1.09587982469271
"206","BCL6","CD8+ central memory T cells",2.53989568528742,1.17219223760387
"207","BCL6","CD8+ cycling effector T cells",2.41121512465055,1.25132400707685
"208","BCL6","CD8+ effector memory T cells 1",2.44538781782881,1.09843578071335
"209","BCL6","CD8+ effector memory T cells 2",2.06600144540974,1.18858323669094
"210","BCL6","CD8+ exhausted T cells",1.09549927497042,NA
"211","BCL6","CD8+ naive T cells",3.25110822460747,1.09921637813073
"212","BCL6","CD8+ NK-like early effector T cells",2.29473495394282,1.17987896295439
"213","BCL6","CD8+ NK-like TEMRA cells",2.01060269577465,1.21261617740705
"214","BCL6","CD8+ TEMRA cells",2.02301019070217,1.09117752017953
"215","BCL6","Gamma Delta T cells",1.86451214230066,1.07915817796383
"216","BCL6","MAIT cells",2.75541756827812,1.08641802733069
"217","BHLHE22","CD8+ CD73+ regulatory T cells",1.47539223367364,1.04423410883565
"218","BHLHE22","CD8+ central memory T cells",1.48131314597029,0.966200032222115
"219","BHLHE22","CD8+ cycling effector T cells",0.427117495969283,1.21533412011382
"220","BHLHE22","CD8+ effector memory T cells 1",0.946633547123006,1.0882120016059
"221","BHLHE22","CD8+ effector memory T cells 2",0.552772229381929,1.06806191242704
"222","BHLHE22","CD8+ exhausted T cells",-0.7078409690095,NA
"223","BHLHE22","CD8+ naive T cells",1.7972347650322,1.04347440970462
"224","BHLHE22","CD8+ NK-like early effector T cells",1.35618863588964,1.08412878377186
"225","BHLHE22","CD8+ NK-like TEMRA cells",0.612565236788732,1.1443244608614
"226","BHLHE22","CD8+ TEMRA cells",0.332205549375851,1.03882777548267
"227","BHLHE22","Gamma Delta T cells",0.196640455296412,0.925594071203495
"228","BHLHE22","MAIT cells",1.40305595754457,1.01628687903559
"229","BHLHE40","CD8+ CD73+ regulatory T cells",2.83302599203739,0.944454812751528
"230","BHLHE40","CD8+ central memory T cells",2.78352010573936,1.07065705947377
"231","BHLHE40","CD8+ cycling effector T cells",2.11663076943749,0.858301824741234
"232","BHLHE40","CD8+ effector memory T cells 1",2.54588270519306,1.12078229557748
"233","BHLHE40","CD8+ effector memory T cells 2",1.91529848007852,1.07053216270746
"234","BHLHE40","CD8+ exhausted T cells",3.29253981061392,NA
"235","BHLHE40","CD8+ naive T cells",2.88032409661139,0.971815740162871
"236","BHLHE40","CD8+ NK-like early effector T cells",2.35481637751333,1.08690106751652
"237","BHLHE40","CD8+ NK-like TEMRA cells",2.15258323487758,1.17056908671149
"238","BHLHE40","CD8+ TEMRA cells",1.98157707949632,1.09770455305188
"239","BHLHE40","Gamma Delta T cells",1.834118425742,1.12490698457221
"240","BHLHE40","MAIT cells",2.33877058979457,1.09943156992361
"241","CDX2","CD8+ CD73+ regulatory T cells",0.596433169667579,0.509584850357176
"242","CDX2","CD8+ central memory T cells",0.412967538245874,0.301686003953673
"243","CDX2","CD8+ cycling effector T cells",0.271848136078926,0.365504264439931
"244","CDX2","CD8+ effector memory T cells 1",0.480097241795889,0.342004729623064
"245","CDX2","CD8+ effector memory T cells 2",0.380967539005094,0.273568567411584
"246","CDX2","CD8+ exhausted T cells",0.571297188629787,NA
"247","CDX2","CD8+ naive T cells",0.698646222704251,0.556076912841832
"248","CDX2","CD8+ NK-like early effector T cells",0.501215655454605,0.380020325425484
"249","CDX2","CD8+ NK-like TEMRA cells",0.531558345116011,0.439214914248065
"250","CDX2","CD8+ TEMRA cells",0.4265025899396,0.225844175751924
"251","CDX2","Gamma Delta T cells",0.508059898867794,0.416213732009773
"252","CDX2","MAIT cells",0.693509967803393,0.550592492264605
"253","CEBPA","CD8+ CD73+ regulatory T cells",-0.529693345761236,0.92784610492913
"254","CEBPA","CD8+ central memory T cells",-0.500643837802831,0.919254338341683
"255","CEBPA","CD8+ cycling effector T cells",1.1746841202265,0.863335027621691
"256","CEBPA","CD8+ effector memory T cells 1",-0.138398834137696,0.93810727777465
"257","CEBPA","CD8+ effector memory T cells 2",0.162089061585584,0.935463063142259
"258","CEBPA","CD8+ exhausted T cells",1.2689925633199,NA
"259","CEBPA","CD8+ naive T cells",-0.918890316770459,0.905969540763994
"260","CEBPA","CD8+ NK-like early effector T cells",-0.397645596007077,0.860756463699734
"261","CEBPA","CD8+ NK-like TEMRA cells",-0.10752096015221,0.988598486905016
"262","CEBPA","CD8+ TEMRA cells",0.355028490506636,0.942784030232989
"263","CEBPA","Gamma Delta T cells",0.25289403765232,0.820327134927284
"264","CEBPA","MAIT cells",-0.313577615307756,0.842838931000704
"265","CEBPB","CD8+ CD73+ regulatory T cells",1.01722551191393,0.6619717361845
"266","CEBPB","CD8+ central memory T cells",1.02132944273164,0.697790393391311
"267","CEBPB","CD8+ cycling effector T cells",0.603125159585126,0.725268719304187
"268","CEBPB","CD8+ effector memory T cells 1",1.03695632000845,0.737515048128292
"269","CEBPB","CD8+ effector memory T cells 2",1.09558984334146,0.756694912429762
"270","CEBPB","CD8+ exhausted T cells",1.25301230954171,NA
"271","CEBPB","CD8+ naive T cells",0.924546833484911,0.658397717914187
"272","CEBPB","CD8+ NK-like early effector T cells",1.15135180347393,0.68242056859419
"273","CEBPB","CD8+ NK-like TEMRA cells",1.14236829763088,0.75064545485184
"274","CEBPB","CD8+ TEMRA cells",1.21570707263038,0.775679357993212
"275","CEBPB","Gamma Delta T cells",1.43171758042271,0.726733067304141
"276","CEBPB","MAIT cells",1.45991768733676,0.734441508878112
"277","CEBPD","CD8+ CD73+ regulatory T cells",0.134454619077738,1.0008158375495
"278","CEBPD","CD8+ central memory T cells",0.412413344119377,0.958243041037718
"279","CEBPD","CD8+ cycling effector T cells",0.456924480522642,0.69739058568086
"280","CEBPD","CD8+ effector memory T cells 1",0.451058544332644,0.931158044873606
"281","CEBPD","CD8+ effector memory T cells 2",0.443259994209012,0.828178354395757
"282","CEBPD","CD8+ exhausted T cells",1.52365407957723,NA
"283","CEBPD","CD8+ naive T cells",-0.267335404595938,0.859831505338414
"284","CEBPD","CD8+ NK-like early effector T cells",0.0621693068415017,0.884663007603217
"285","CEBPD","CD8+ NK-like TEMRA cells",0.230192105213987,0.862147919070065
"286","CEBPD","CD8+ TEMRA cells",0.502416819013749,0.86053656142744
"287","CEBPD","Gamma Delta T cells",0.57499366457905,0.7754504303577
"288","CEBPD","MAIT cells",0.707416136779577,0.866991594637235
"289","CEBPG","CD8+ CD73+ regulatory T cells",-1.42475287621692,1.08553501080904
"290","CEBPG","CD8+ central memory T cells",-1.46524066504405,1.07653512300489
"291","CEBPG","CD8+ cycling effector T cells",-1.36058622552029,1.17172849842942
"292","CEBPG","CD8+ effector memory T cells 1",-1.20046472751322,1.02756993187132
"293","CEBPG","CD8+ effector memory T cells 2",-1.39849266481238,1.01687597628648
"294","CEBPG","CD8+ exhausted T cells",-0.758249898908256,NA
"295","CEBPG","CD8+ naive T cells",-1.77919768454736,0.940356418184636
"296","CEBPG","CD8+ NK-like early effector T cells",-1.37067300780838,1.05021795553233
"297","CEBPG","CD8+ NK-like TEMRA cells",-1.02411724272942,1.0041653835716
"298","CEBPG","CD8+ TEMRA cells",-1.40207653391436,1.06117646211253
"299","CEBPG","Gamma Delta T cells",-1.71995198662808,0.936857217398803
"300","CEBPG","MAIT cells",-1.33636215666551,1.00582374071121
"301","CLOCK","CD8+ CD73+ regulatory T cells",-0.702967144093425,0.705074986744862
"302","CLOCK","CD8+ central memory T cells",-0.668238288982566,0.6968758771827
"303","CLOCK","CD8+ cycling effector T cells",-0.51687535293651,0.898619942142013
"304","CLOCK","CD8+ effector memory T cells 1",-0.39326355075106,0.641168997531451
"305","CLOCK","CD8+ effector memory T cells 2",-0.25675535827106,0.673897246824343
"306","CLOCK","CD8+ exhausted T cells",0.0431694026185282,NA
"307","CLOCK","CD8+ naive T cells",-0.776389535725558,0.632699121963812
"308","CLOCK","CD8+ NK-like early effector T cells",-0.409716091106791,0.722206211994231
"309","CLOCK","CD8+ NK-like TEMRA cells",-0.327010937913514,0.635328770354965
"310","CLOCK","CD8+ TEMRA cells",-0.179587347132035,0.66918538752402
"311","CLOCK","Gamma Delta T cells",-0.0242199492219215,0.632852220010528
"312","CLOCK","MAIT cells",-0.426180045939378,0.691404269075547
"313","CREB1","CD8+ CD73+ regulatory T cells",0.0665534289788894,0.739217134149751
"314","CREB1","CD8+ central memory T cells",-0.445180925655944,0.846295713023476
"315","CREB1","CD8+ cycling effector T cells",0.0146476866989176,1.03896978421319
"316","CREB1","CD8+ effector memory T cells 1",-0.0204035876735535,0.90690017747955
"317","CREB1","CD8+ effector memory T cells 2",0.148068187138817,0.89843368123741
"318","CREB1","CD8+ exhausted T cells",-0.64464843158878,NA
"319","CREB1","CD8+ naive T cells",-0.513392273346454,0.804323284107533
"320","CREB1","CD8+ NK-like early effector T cells",-0.48219306206926,0.94720218455876
"321","CREB1","CD8+ NK-like TEMRA cells",-0.0272096631997345,0.844197826303152
"322","CREB1","CD8+ TEMRA cells",-0.0252140849131353,0.883609037816008
"323","CREB1","Gamma Delta T cells",-0.594171190893315,0.927086841149985
"324","CREB1","MAIT cells",-0.0108832991073299,0.869018272422244
"325","CREB3","CD8+ CD73+ regulatory T cells",-3.29105695377845,1.15736101847004
"326","CREB3","CD8+ central memory T cells",-2.60099486659779,1.35456246274204
"327","CREB3","CD8+ cycling effector T cells",-1.27572876435675,1.44862012966324
"328","CREB3","CD8+ effector memory T cells 1",-2.43677049773259,1.28961481136225
"329","CREB3","CD8+ effector memory T cells 2",-1.68628636869973,1.28768677395337
"330","CREB3","CD8+ exhausted T cells",-5.42405350064368,NA
"331","CREB3","CD8+ naive T cells",-3.23134690570271,1.13481975897993
"332","CREB3","CD8+ NK-like early effector T cells",-2.75551295610503,1.31586700414347
"333","CREB3","CD8+ NK-like TEMRA cells",-1.95586529857466,1.25653423156077
"334","CREB3","CD8+ TEMRA cells",-1.72891728912473,1.29513999390154
"335","CREB3","Gamma Delta T cells",-1.54032967738148,1.35157096312864
"336","CREB3","MAIT cells",-2.31115388297175,1.23552278263789
"337","CREB3L1","CD8+ CD73+ regulatory T cells",-0.298470501948594,0.948800335378303
"338","CREB3L1","CD8+ central memory T cells",-0.140203108237165,0.947767707106163
"339","CREB3L1","CD8+ cycling effector T cells",0.0791881671982588,0.997953068799026
"340","CREB3L1","CD8+ effector memory T cells 1",-0.0178740456688085,1.00880297379408
"341","CREB3L1","CD8+ effector memory T cells 2",0.180146290742639,1.07167418310794
"342","CREB3L1","CD8+ exhausted T cells",-1.50384044534117,NA
"343","CREB3L1","CD8+ naive T cells",-0.579828410075842,0.890680359613088
"344","CREB3L1","CD8+ NK-like early effector T cells",-0.123764150765462,1.04954797422171
"345","CREB3L1","CD8+ NK-like TEMRA cells",-0.0614174117971265,1.13948066621641
"346","CREB3L1","CD8+ TEMRA cells",0.00936055660256288,1.02405262136335
"347","CREB3L1","Gamma Delta T cells",0.0724028503626679,1.01304248830576
"348","CREB3L1","MAIT cells",-0.132883554943672,1.08559687094375
"349","CREM","CD8+ CD73+ regulatory T cells",-2.16490417177976,1.07339019134706
"350","CREM","CD8+ central memory T cells",-1.69416895301932,1.06990529329676
"351","CREM","CD8+ cycling effector T cells",-1.75770428326263,0.713716010850146
"352","CREM","CD8+ effector memory T cells 1",-1.90447429942898,1.0804875147892
"353","CREM","CD8+ effector memory T cells 2",-1.69762533033518,1.01302541392912
"354","CREM","CD8+ exhausted T cells",-1.63325523818405,NA
"355","CREM","CD8+ naive T cells",-2.15453128923246,0.967770116287118
"356","CREM","CD8+ NK-like early effector T cells",-1.97243835477652,1.15629445023767
"357","CREM","CD8+ NK-like TEMRA cells",-1.81838690226177,0.957718174971964
"358","CREM","CD8+ TEMRA cells",-1.78840712223756,0.951075964904434
"359","CREM","Gamma Delta T cells",-1.85018133633856,0.94213413364278
"360","CREM","MAIT cells",-2.17562084146375,1.0498924776445
"361","CTCF","CD8+ CD73+ regulatory T cells",-1.03315747321826,0.909088528491169
"362","CTCF","CD8+ central memory T cells",-0.964469579390926,0.928977530510755
"363","CTCF","CD8+ cycling effector T cells",-0.655395414823782,0.914461665979597
"364","CTCF","CD8+ effector memory T cells 1",-1.03674479835005,0.947423311954592
"365","CTCF","CD8+ effector memory T cells 2",-1.0245671306335,0.885732191453944
"366","CTCF","CD8+ exhausted T cells",-2.24447182885436,NA
